transaction_id,mall_name,branch_name,transaction_date,tax_amount,transaction_amount,transaction_type,transaction_status,transaction_date_iso
JO-2504-5639-98340,C Mall,C Mall Amman,2025-02-08 13:09:00,0.24,3.27,Sale,Completed,2025-02-08T13:09:00
JO-2504-7826-94607,Y Mall,Y Mall Dabouq,2025-02-08 13:06:00,0.48,6.55,Sale,Completed,2025-02-08T13:06:00
JO-2504-7319-16538,Z Mall,Z Mall Gardens,2025-02-08 12:45:00,1.03,13.86,Sale,Completed,2025-02-08T12:45:00
JO-2504-1557-65186,Y Mall,Y Mall Tla'a Al-Ali,2025-02-08 12:41:00,0.87,11.71,Sale,Completed,2025-02-08T12:41:00
JO-2504-7727-67228,Y Mall,Y Mall Shmeisani,2025-02-08 12:22:00,0.77,10.37,Sale,Completed,2025-02-08T12:22:00
JO-2504-8694-51933,Y Mall,Y Mall Tla'a Al-Ali,2025-02-08 12:21:00,0.05,0.68,Sale,Completed,2025-02-08T12:21:00
JO-2504-3992-21728,Y Mall,Y Mall Tla'a Al-Ali,2025-02-08 12:17:00,0.5,6.8,Sale,Completed,2025-02-08T12:17:00
JO-2504-3728-82657,Z Mall,Z Mall Al Bayader,2025-02-08 12:14:00,0.42,5.67,Sale,Completed,2025-02-08T12:14:00
JO-2504-4185-93445,Y Mall,Y Mall Tla'a Al-Ali,2025-02-08 12:06:00,0.24,3.27,Sale,Completed,2025-02-08T12:06:00
JO-2504-8778-33341,Y Mall,Y Mall Dabouq,2025-02-08 11:31:00,1.21,16.33,Sale,Completed,2025-02-08T11:31:00
JO-2504-2417-29470,C Mall,C Mall Amman,2025-02-08 11:24:00,0.81,11.0,Sale,Completed,2025-02-08T11:24:00
JO-2504-5227-10794,Z Mall,Z Mall Al Jubeiha,2025-02-08 11:22:00,0.19,2.53,Sale,Completed,2025-02-08T11:22:00
JO-2504-6444-30068,C Mall,C Mall Amman,2025-02-08 11:17:00,0.24,3.27,Sale,Completed,2025-02-08T11:17:00
JO-2504-9873-62276,Z Mall,Z Mall Gardens,2025-02-08 11:13:00,0.24,3.27,Sale,Completed,2025-02-08T11:13:00
JO-2504-8162-39187,Y Mall,Y Mall Tla'a Al-Ali,2025-02-08 11:10:00,0.24,3.27,Sale,Completed,2025-02-08T11:10:00
JO-2504-1237-28968,Z Mall,Z Mall Al Jubeiha,2025-02-08 10:30:00,1.45,19.62,Sale,Completed,2025-02-08T10:30:00
JO-2504-7018-47773,Z Mall,Z Mall Al Jubeiha,2025-02-07 19:31:00,0.75,10.01,Sale,Completed,2025-02-07T19:31:00
JO-2504-4757-28565,Z Mall,Z Mall Al Jubeiha,2025-02-07 19:16:00,0.87,11.79,Sale,Completed,2025-02-07T19:16:00
JO-2504-3524-65238,Y Mall,Y Mall Dabouq,2025-02-07 19:08:00,0.49,6.67,Sale,Completed,2025-02-07T19:08:00
JO-2504-7820-46955,C Mall,C Mall Amman,2025-02-07 19:04:00,0.34,4.54,Sale,Completed,2025-02-07T19:04:00
JO-2504-8525-50613,C Mall,C Mall Aqaba,2025-02-07 19:03:00,1.31,17.74,Sale,Completed,2025-02-07T19:03:00
JO-2504-5658-55592,Z Mall,Z Mall Al Bayader,2025-02-07 19:01:00,0.05,0.68,Sale,Completed,2025-02-07T19:01:00
JO-2504-9268-64764,Y Mall,Y Mall Shmeisani,2025-02-07 18:59:00,0.44,6.02,Sale,Completed,2025-02-07T18:59:00
JO-2504-8497-60155,Y Mall,Y Mall Tla'a Al-Ali,2025-02-07 18:32:00,3.24,43.73,Sale,Completed,2025-02-07T18:32:00
JO-2504-1740-37989,C Mall,C Mall Aqaba,2025-02-07 18:30:00,0.72,9.82,Sale,Completed,2025-02-07T18:30:00
JO-2504-1441-61936,C Mall,C Mall Aqaba,2025-02-07 18:20:00,1.5,20.21,Sale,Completed,2025-02-07T18:20:00
JO-2504-6394-30366,Z Mall,Z Mall Al Bayader,2025-02-07 17:54:00,0.75,10.01,Sale,Completed,2025-02-07T17:54:00
JO-2504-5372-72205,Z Mall,Z Mall Gardens,2025-02-07 17:06:00,0.66,8.96,Sale,Completed,2025-02-07T17:06:00
JO-2504-5696-53881,C Mall,C Mall Aqaba,2025-02-07 16:20:00,1.22,16.45,Sale,Completed,2025-02-07T16:20:00
JO-2504-2735-10191,Y Mall,Y Mall Tla'a Al-Ali,2025-02-07 16:14:00,0.66,8.96,Sale,Completed,2025-02-07T16:14:00
JO-2504-7134-99873,C Mall,C Mall Aqaba,2025-02-07 16:10:00,0.24,3.27,Sale,Completed,2025-02-07T16:10:00
JO-2504-8114-97429,Z Mall,Z Mall Al Jubeiha,2025-02-07 16:10:00,1.06,14.28,Sale,Completed,2025-02-07T16:10:00
JO-2504-5907-66604,Z Mall,Z Mall Al Bayader,2025-02-07 16:09:00,0.66,8.96,Sale,Completed,2025-02-07T16:09:00
JO-2504-4247-84481,Y Mall,Y Mall Shmeisani,2025-02-07 15:59:00,0.66,8.96,Sale,Completed,2025-02-07T15:59:00
JO-2504-2019-76499,Z Mall,Z Mall Gardens,2025-02-07 15:50:00,0.66,8.96,Sale,Completed,2025-02-07T15:50:00
JO-2504-6240-93575,Z Mall,Z Mall Al Jubeiha,2025-02-07 15:44:00,0.11,1.48,Sale,Completed,2025-02-07T15:44:00
JO-2504-5956-55003,Z Mall,Z Mall Al Jubeiha,2025-02-07 15:36:00,0.6,8.11,Sale,Completed,2025-02-07T15:36:00
JO-2504-3958-99123,Z Mall,Z Mall Al Bayader,2025-02-07 15:34:00,0.36,4.88,Sale,Completed,2025-02-07T15:34:00
JO-2504-3805-13700,Y Mall,Y Mall Tla'a Al-Ali,2025-02-07 15:30:00,0.24,3.27,Sale,Completed,2025-02-07T15:30:00
JO-2504-8955-32705,Y Mall,Y Mall Shmeisani,2025-02-07 15:18:00,0.32,4.21,Sale,Completed,2025-02-07T15:18:00
JO-2504-7780-34461,Z Mall,Z Mall Al Bayader,2025-02-07 15:13:00,0.36,4.77,Sale,Completed,2025-02-07T15:13:00
JO-2504-4925-33539,Z Mall,Z Mall Al Jubeiha,2025-02-07 15:08:00,0.66,8.96,Sale,Completed,2025-02-07T15:08:00
JO-2504-7862-96741,Y Mall,Y Mall Tla'a Al-Ali,2025-02-07 15:05:00,0.48,6.55,Sale,Completed,2025-02-07T15:05:00
JO-2504-6163-64638,C Mall,C Mall Irbid,2025-02-07 14:57:00,1.32,17.91,Sale,Completed,2025-02-07T14:57:00
JO-2504-3067-52410,Z Mall,Z Mall Gardens,2025-02-07 14:48:00,1.32,17.91,Sale,Completed,2025-02-07T14:48:00
JO-2504-9950-75300,Y Mall,Y Mall Shmeisani,2025-02-07 14:46:00,0.66,8.96,Sale,Completed,2025-02-07T14:46:00
JO-2504-1862-87424,Y Mall,Y Mall Dabouq,2025-02-07 14:42:00,0.05,0.68,Sale,Completed,2025-02-07T14:42:00
JO-2504-8142-40397,Z Mall,Z Mall Al Bayader,2025-02-07 14:40:00,0.36,4.88,Sale,Completed,2025-02-07T14:40:00
JO-2504-8159-96794,Z Mall,Z Mall Gardens,2025-02-07 14:31:00,0.66,8.96,Sale,Completed,2025-02-07T14:31:00
JO-2504-7906-43967,Z Mall,Z Mall Al Jubeiha,2025-02-07 14:23:00,0.24,3.27,Sale,Completed,2025-02-07T14:23:00
JO-2504-4063-25859,C Mall,C Mall Amman,2025-02-07 14:21:00,1.07,14.41,Sale,Completed,2025-02-07T14:21:00
JO-2504-3541-81850,C Mall,C Mall Amman,2025-02-07 14:06:00,0.06,0.8,Sale,Completed,2025-02-07T14:06:00
JO-2504-1404-29343,Y Mall,Y Mall Dabouq,2025-02-07 13:59:00,0.57,7.61,Sale,Completed,2025-02-07T13:59:00
JO-2504-3975-50531,Z Mall,Z Mall Gardens,2025-02-07 13:58:00,0.39,5.22,Sale,Completed,2025-02-07T13:58:00
JO-2504-3115-65857,Z Mall,Z Mall Al Jubeiha,2025-02-07 13:33:00,1.21,16.29,Sale,Completed,2025-02-07T13:33:00
JO-2504-7425-52083,Z Mall,Z Mall Al Jubeiha,2025-02-07 13:33:00,0.42,5.72,Sale,Completed,2025-02-07T13:33:00
JO-2504-1321-47509,Z Mall,Z Mall Al Jubeiha,2025-02-07 13:31:00,0.24,3.27,Sale,Completed,2025-02-07T13:31:00
JO-2504-5704-12100,Z Mall,Z Mall Al Bayader,2025-02-07 13:20:00,0.09,1.2,Sale,Completed,2025-02-07T13:20:00
JO-2504-5294-74112,Z Mall,Z Mall Al Jubeiha,2025-02-07 13:18:00,0.24,3.27,Sale,Completed,2025-02-07T13:18:00
JO-2504-2444-78624,C Mall,C Mall Amman,2025-02-07 13:17:00,0.24,3.27,Sale,Completed,2025-02-07T13:17:00
JO-2504-2634-31391,C Mall,C Mall Irbid,2025-02-07 13:12:00,0.66,8.96,Sale,Completed,2025-02-07T13:12:00
JO-2504-9885-75952,Z Mall,Z Mall Al Bayader,2025-02-07 13:11:00,0.25,3.4,Sale,Completed,2025-02-07T13:11:00
JO-2504-9791-58819,C Mall,C Mall Amman,2025-02-07 13:10:00,0.25,3.4,Sale,Completed,2025-02-07T13:10:00
JO-2504-1983-25099,C Mall,C Mall Irbid,2025-02-07 13:05:00,0.1,1.36,Sale,Completed,2025-02-07T13:05:00
JO-2504-7792-11782,Y Mall,Y Mall Shmeisani,2025-02-07 12:51:00,0.66,8.96,Sale,Completed,2025-02-07T12:51:00
JO-2504-5135-45607,Z Mall,Z Mall Al Jubeiha,2025-02-07 12:49:00,1.46,19.73,Sale,Completed,2025-02-07T12:49:00
JO-2504-7113-88752,C Mall,C Mall Aqaba,2025-02-07 12:37:00,0.66,8.96,Sale,Completed,2025-02-07T12:37:00
JO-2504-9732-87108,Z Mall,Z Mall Al Bayader,2025-02-07 12:37:00,0.66,8.96,Sale,Completed,2025-02-07T12:37:00
JO-2504-7752-60648,Z Mall,Z Mall Al Jubeiha,2025-02-07 12:34:00,0.66,8.96,Sale,Completed,2025-02-07T12:34:00
JO-2504-2616-31626,Y Mall,Y Mall Dabouq,2025-02-07 12:29:00,1.15,15.54,Sale,Completed,2025-02-07T12:29:00
JO-2504-3498-83497,Y Mall,Y Mall Shmeisani,2025-02-07 12:26:00,0.66,8.96,Sale,Completed,2025-02-07T12:26:00
JO-2504-7473-84260,Y Mall,Y Mall Dabouq,2025-02-07 12:24:00,0.75,10.01,Sale,Completed,2025-02-07T12:24:00
JO-2504-6913-91742,C Mall,C Mall Irbid,2025-02-07 12:07:00,0.48,6.55,Sale,Completed,2025-02-07T12:07:00
JO-2504-3547-49341,Z Mall,Z Mall Al Bayader,2025-02-07 11:49:00,0.05,0.68,Sale,Completed,2025-02-07T11:49:00
JO-2504-7684-82243,Y Mall,Y Mall Tla'a Al-Ali,2025-02-07 11:43:00,0.66,8.96,Sale,Completed,2025-02-07T11:43:00
JO-2504-2085-99286,C Mall,C Mall Irbid,2025-02-07 11:42:00,0.66,8.96,Sale,Completed,2025-02-07T11:42:00
JO-2504-8306-99674,Z Mall,Z Mall Al Bayader,2025-02-07 11:28:00,0.27,3.72,Sale,Completed,2025-02-07T11:28:00
JO-2504-4052-82867,C Mall,C Mall Aqaba,2025-02-07 11:27:00,0.39,5.25,Sale,Completed,2025-02-07T11:27:00
JO-2504-7212-86783,Y Mall,Y Mall Shmeisani,2025-02-07 10:57:00,0.24,3.27,Sale,Completed,2025-02-07T10:57:00
JO-2504-3033-94598,Y Mall,Y Mall Dabouq,2025-02-07 10:44:00,0.25,3.35,Sale,Completed,2025-02-07T10:44:00
JO-2504-9999-91105,Z Mall,Z Mall Al Bayader,2025-02-07 10:43:00,1.61,21.72,Sale,Completed,2025-02-07T10:43:00
JO-2504-9539-66820,Y Mall,Y Mall Dabouq,2025-02-07 10:30:00,0.36,4.88,Sale,Completed,2025-02-07T10:30:00
JO-2504-6714-71477,Z Mall,Z Mall Al Jubeiha,2025-02-07 09:26:00,1.08,14.68,Sale,Completed,2025-02-07T09:26:00
JO-2504-3319-52667,Z Mall,Z Mall Gardens,2025-02-06 19:21:00,0.12,1.64,Sale,Completed,2025-02-06T19:21:00
JO-2504-3288-21186,Z Mall,Z Mall Al Jubeiha,2025-02-06 19:08:00,0.66,8.96,Sale,Completed,2025-02-06T19:08:00
JO-2504-3908-58653,C Mall,C Mall Aqaba,2025-02-06 19:04:00,1.32,17.91,Sale,Completed,2025-02-06T19:04:00
JO-2504-5103-61403,Y Mall,Y Mall Shmeisani,2025-02-06 18:38:00,0.66,8.96,Sale,Completed,2025-02-06T18:38:00
JO-2504-1898-94872,Y Mall,Y Mall Tla'a Al-Ali,2025-02-06 18:26:00,0.66,8.96,Sale,Completed,2025-02-06T18:26:00
JO-2504-7307-68202,Y Mall,Y Mall Dabouq,2025-02-06 18:03:00,0.16,2.16,Sale,Completed,2025-02-06T18:03:00
JO-2504-8111-26706,Z Mall,Z Mall Gardens,2025-02-06 17:43:00,0.66,8.96,Sale,Completed,2025-02-06T17:43:00
JO-2504-1697-83303,C Mall,C Mall Irbid,2025-02-06 17:24:00,0.44,5.97,Sale,Completed,2025-02-06T17:24:00
JO-2504-9278-26121,Z Mall,Z Mall Al Jubeiha,2025-02-06 17:21:00,0.87,11.96,Sale,Completed,2025-02-06T17:21:00
JO-2504-2329-78602,C Mall,C Mall Aqaba,2025-02-06 17:05:00,0.36,4.77,Sale,Completed,2025-02-06T17:05:00
JO-2504-7715-25890,C Mall,C Mall Aqaba,2025-02-06 16:47:00,0.66,8.96,Sale,Completed,2025-02-06T16:47:00
JO-2504-9986-80849,Z Mall,Z Mall Al Jubeiha,2025-02-06 16:46:00,0.99,13.4,Sale,Completed,2025-02-06T16:46:00
JO-2504-2936-58573,Z Mall,Z Mall Gardens,2025-02-06 16:43:00,0.65,8.79,Sale,Completed,2025-02-06T16:43:00
JO-2504-8800-26268,C Mall,C Mall Irbid,2025-02-06 16:40:00,0.24,3.27,Sale,Completed,2025-02-06T16:40:00
JO-2504-8416-23483,Z Mall,Z Mall Gardens,2025-02-06 16:37:00,1.32,17.91,Sale,Completed,2025-02-06T16:37:00
JO-2504-5163-47424,C Mall,C Mall Aqaba,2025-02-06 15:43:00,0.66,8.96,Sale,Completed,2025-02-06T15:43:00
JO-2504-4034-84689,Y Mall,Y Mall Tla'a Al-Ali,2025-02-06 15:31:00,0.24,3.27,Sale,Completed,2025-02-06T15:31:00
JO-2504-1299-77971,Y Mall,Y Mall Dabouq,2025-02-06 15:14:00,0.94,12.75,Refund,Completed,2025-02-06T15:14:00
JO-2504-9217-15868,Z Mall,Z Mall Gardens,2025-02-06 15:09:00,0.24,3.27,Sale,Completed,2025-02-06T15:09:00
JO-2504-5765-63297,Z Mall,Z Mall Gardens,2025-02-06 15:07:00,0.48,6.55,Sale,Completed,2025-02-06T15:07:00
JO-2504-8678-91412,Z Mall,Z Mall Gardens,2025-02-06 15:00:00,0.33,4.37,Sale,Completed,2025-02-06T15:00:00
JO-2504-9901-16250,C Mall,C Mall Amman,2025-02-06 14:51:00,0.24,3.27,Sale,Completed,2025-02-06T14:51:00
JO-2504-4721-44919,C Mall,C Mall Aqaba,2025-02-06 14:45:00,1.32,17.91,Sale,Completed,2025-02-06T14:45:00
JO-2504-6254-84397,C Mall,C Mall Aqaba,2025-02-06 14:29:00,0.66,8.9,Sale,Completed,2025-02-06T14:29:00
JO-2504-5136-26442,C Mall,C Mall Aqaba,2025-02-06 14:17:00,0.75,10.01,Sale,Completed,2025-02-06T14:17:00
JO-2504-5058-65100,Z Mall,Z Mall Al Jubeiha,2025-02-06 14:15:00,0.24,3.27,Sale,Completed,2025-02-06T14:15:00
JO-2504-5650-51590,Y Mall,Y Mall Shmeisani,2025-02-06 14:14:00,1.15,15.41,Sale,Completed,2025-02-06T14:14:00
JO-2504-3293-28346,Y Mall,Y Mall Shmeisani,2025-02-06 14:10:00,0.48,6.55,Sale,Completed,2025-02-06T14:10:00
JO-2504-2309-29469,Z Mall,Z Mall Gardens,2025-02-06 14:04:00,0.28,3.8,Sale,Completed,2025-02-06T14:04:00
JO-2504-6094-26572,Z Mall,Z Mall Al Jubeiha,2025-02-06 13:53:00,0.24,3.27,Sale,Completed,2025-02-06T13:53:00
JO-2504-7392-27830,Z Mall,Z Mall Al Bayader,2025-02-06 13:51:00,0.48,6.55,Sale,Completed,2025-02-06T13:51:00
JO-2504-6702-97359,Z Mall,Z Mall Gardens,2025-02-06 13:29:00,0.24,3.27,Sale,Completed,2025-02-06T13:29:00
JO-2504-7599-93803,Y Mall,Y Mall Shmeisani,2025-02-06 13:26:00,2.16,29.26,Sale,Completed,2025-02-06T13:26:00
JO-2504-4215-33951,C Mall,C Mall Irbid,2025-02-06 13:25:00,0.42,5.67,Sale,Completed,2025-02-06T13:25:00
JO-2504-6838-98363,C Mall,C Mall Irbid,2025-02-06 13:04:00,0.48,6.55,Sale,Completed,2025-02-06T13:04:00
JO-2504-7624-91121,Y Mall,Y Mall Tla'a Al-Ali,2025-02-06 12:40:00,0.66,8.96,Sale,Completed,2025-02-06T12:40:00
JO-2504-3832-58453,Y Mall,Y Mall Dabouq,2025-02-06 12:20:00,0.24,3.27,Sale,Completed,2025-02-06T12:20:00
JO-2504-2837-98927,C Mall,C Mall Aqaba,2025-02-06 12:17:00,0.11,1.48,Sale,Completed,2025-02-06T12:17:00
JO-2504-5285-39444,C Mall,C Mall Aqaba,2025-02-06 12:17:00,0.66,8.96,Sale,Completed,2025-02-06T12:17:00
JO-2504-6829-21116,C Mall,C Mall Aqaba,2025-02-06 12:14:00,0.24,3.27,Sale,Completed,2025-02-06T12:14:00
JO-2504-1549-24818,Z Mall,Z Mall Al Jubeiha,2025-02-06 12:13:00,1.26,16.98,Sale,Completed,2025-02-06T12:13:00
JO-2504-9245-75875,Y Mall,Y Mall Dabouq,2025-02-06 12:12:00,0.65,8.79,Sale,Completed,2025-02-06T12:12:00
JO-2504-8251-81446,C Mall,C Mall Aqaba,2025-02-06 12:10:00,0.48,6.52,Sale,Completed,2025-02-06T12:10:00
JO-2504-7732-55113,C Mall,C Mall Amman,2025-02-06 12:08:00,0.24,3.27,Sale,Completed,2025-02-06T12:08:00
JO-2504-1722-33551,C Mall,C Mall Aqaba,2025-02-06 11:59:00,1.99,26.88,Sale,Completed,2025-02-06T11:59:00
JO-2504-9818-96485,Z Mall,Z Mall Gardens,2025-02-06 11:54:00,0.48,6.55,Sale,Completed,2025-02-06T11:54:00
JO-2504-2658-54711,C Mall,C Mall Amman,2025-02-06 11:40:00,0.49,6.69,Sale,Completed,2025-02-06T11:40:00
JO-2504-3034-33945,C Mall,C Mall Irbid,2025-02-06 11:32:00,0.66,8.96,Sale,Completed,2025-02-06T11:32:00
JO-2504-6151-58449,Y Mall,Y Mall Dabouq,2025-02-05 18:36:00,0.84,11.45,Sale,Completed,2025-02-05T18:36:00
JO-2504-4516-20764,C Mall,C Mall Amman,2025-02-05 18:26:00,0.34,4.54,Sale,Completed,2025-02-05T18:26:00
JO-2504-4104-90914,Z Mall,Z Mall Al Jubeiha,2025-02-05 17:39:00,1.32,17.91,Sale,Completed,2025-02-05T17:39:00
JO-2504-7060-95519,Y Mall,Y Mall Dabouq,2025-02-05 17:26:00,0.28,3.8,Sale,Completed,2025-02-05T17:26:00
JO-2504-2638-38807,Z Mall,Z Mall Al Bayader,2025-02-05 17:19:00,0.27,3.68,Sale,Completed,2025-02-05T17:19:00
JO-2504-8700-38993,Y Mall,Y Mall Dabouq,2025-02-05 16:52:00,0.24,3.27,Sale,Completed,2025-02-05T16:52:00
JO-2504-9433-40670,Y Mall,Y Mall Shmeisani,2025-02-05 16:16:00,0.66,8.96,Sale,Completed,2025-02-05T16:16:00
JO-2504-1529-13932,Z Mall,Z Mall Al Bayader,2025-02-05 16:12:00,0.24,3.27,Sale,Completed,2025-02-05T16:12:00
JO-2504-6938-35844,Y Mall,Y Mall Tla'a Al-Ali,2025-02-05 15:14:00,0.24,3.27,Sale,Completed,2025-02-05T15:14:00
JO-2504-5748-44273,Z Mall,Z Mall Al Bayader,2025-02-05 15:06:00,0.66,8.96,Sale,Completed,2025-02-05T15:06:00
JO-2504-9938-35056,C Mall,C Mall Amman,2025-02-05 15:05:00,0.66,8.96,Sale,Completed,2025-02-05T15:05:00
JO-2504-6612-13865,Z Mall,Z Mall Al Jubeiha,2025-02-05 15:00:00,0.66,8.96,Sale,Completed,2025-02-05T15:00:00
JO-2504-2373-60950,C Mall,C Mall Irbid,2025-02-05 14:31:00,0.87,11.71,Sale,Completed,2025-02-05T14:31:00
JO-2504-9221-43680,C Mall,C Mall Aqaba,2025-02-05 14:23:00,0.65,8.79,Sale,Completed,2025-02-05T14:23:00
JO-2504-7677-65338,C Mall,C Mall Amman,2025-02-05 14:20:00,1.01,13.61,Sale,Completed,2025-02-05T14:20:00
JO-2504-5313-29466,C Mall,C Mall Irbid,2025-02-05 14:15:00,0.24,3.27,Sale,Completed,2025-02-05T14:15:00
JO-2504-5577-71064,Z Mall,Z Mall Al Bayader,2025-02-05 14:07:00,0.66,8.96,Sale,Completed,2025-02-05T14:07:00
JO-2504-9912-76870,Z Mall,Z Mall Gardens,2025-02-05 14:02:00,0.24,3.27,Sale,Completed,2025-02-05T14:02:00
JO-2504-9224-60868,C Mall,C Mall Irbid,2025-02-05 13:41:00,0.24,3.27,Sale,Completed,2025-02-05T13:41:00
JO-2504-1885-45998,C Mall,C Mall Aqaba,2025-02-05 13:41:00,0.56,7.63,Sale,Completed,2025-02-05T13:41:00
JO-2504-4247-57445,Y Mall,Y Mall Shmeisani,2025-02-05 13:34:00,0.6,8.11,Sale,Completed,2025-02-05T13:34:00
JO-2504-2900-25286,C Mall,C Mall Amman,2025-02-05 13:30:00,0.24,3.27,Sale,Completed,2025-02-05T13:30:00
JO-2504-5607-21928,Z Mall,Z Mall Gardens,2025-02-05 13:29:00,0.05,0.68,Sale,Completed,2025-02-05T13:29:00
JO-2504-6355-91543,Z Mall,Z Mall Gardens,2025-02-05 13:05:00,0.25,3.4,Sale,Completed,2025-02-05T13:05:00
JO-2504-9025-93210,Y Mall,Y Mall Dabouq,2025-02-05 13:02:00,0.77,10.43,Sale,Completed,2025-02-05T13:02:00
JO-2504-1121-33487,Z Mall,Z Mall Gardens,2025-02-05 12:56:00,0.27,3.68,Sale,Completed,2025-02-05T12:56:00
JO-2504-1447-72371,Y Mall,Y Mall Dabouq,2025-02-05 12:55:00,0.66,8.96,Sale,Completed,2025-02-05T12:55:00
JO-2504-4940-32289,Z Mall,Z Mall Gardens,2025-02-05 12:51:00,1.15,15.54,Sale,Completed,2025-02-05T12:51:00
JO-2504-3084-62632,C Mall,C Mall Aqaba,2025-02-05 12:48:00,0.66,8.96,Sale,Completed,2025-02-05T12:48:00
JO-2504-4823-58399,Y Mall,Y Mall Tla'a Al-Ali,2025-02-05 12:42:00,0.36,4.88,Sale,Completed,2025-02-05T12:42:00
JO-2504-4944-83031,Z Mall,Z Mall Gardens,2025-02-05 12:29:00,0.66,8.96,Sale,Completed,2025-02-05T12:29:00
JO-2504-5540-73995,Z Mall,Z Mall Gardens,2025-02-05 12:17:00,0.61,8.28,Sale,Completed,2025-02-05T12:17:00
JO-2504-6504-11656,C Mall,C Mall Aqaba,2025-02-05 12:13:00,0.24,3.27,Sale,Completed,2025-02-05T12:13:00
JO-2504-1326-42825,Z Mall,Z Mall Gardens,2025-02-05 12:08:00,0.24,3.27,Sale,Completed,2025-02-05T12:08:00
JO-2504-8599-44642,Y Mall,Y Mall Shmeisani,2025-02-05 12:07:00,0.77,10.36,Sale,Completed,2025-02-05T12:07:00
JO-2504-2529-83281,Y Mall,Y Mall Tla'a Al-Ali,2025-02-05 12:06:00,0.35,4.75,Sale,Completed,2025-02-05T12:06:00
JO-2504-8006-59306,C Mall,C Mall Amman,2025-02-05 11:54:00,0.66,8.96,Sale,Completed,2025-02-05T11:54:00
JO-2504-5254-46938,Y Mall,Y Mall Shmeisani,2025-02-05 11:54:00,0.24,3.27,Sale,Completed,2025-02-05T11:54:00
JO-2504-9543-46263,Z Mall,Z Mall Al Jubeiha,2025-02-05 11:48:00,0.48,6.43,Sale,Completed,2025-02-05T11:48:00
JO-2504-3904-86361,Y Mall,Y Mall Shmeisani,2025-02-05 11:47:00,0.7,9.52,Sale,Completed,2025-02-05T11:47:00
JO-2504-1426-87508,Y Mall,Y Mall Shmeisani,2025-02-05 11:42:00,0.66,8.96,Sale,Completed,2025-02-05T11:42:00
JO-2504-4762-96186,C Mall,C Mall Irbid,2025-02-05 11:21:00,1.32,17.86,Sale,Completed,2025-02-05T11:21:00
JO-2504-3515-52672,Y Mall,Y Mall Dabouq,2025-02-05 10:57:00,0.39,5.31,Sale,Completed,2025-02-05T10:57:00
JO-2504-9239-25473,Y Mall,Y Mall Dabouq,2025-02-05 10:21:00,1.85,25.04,Sale,Completed,2025-02-05T10:21:00
JO-2504-9954-50913,Y Mall,Y Mall Tla'a Al-Ali,2025-02-05 10:20:00,0.61,8.22,Sale,Completed,2025-02-05T10:20:00
JO-2504-7795-35370,C Mall,C Mall Irbid,2025-02-05 10:00:00,0.66,8.96,Sale,Completed,2025-02-05T10:00:00
JO-2504-1383-28024,Y Mall,Y Mall Tla'a Al-Ali,2025-02-04 19:19:00,0.66,8.96,Sale,Completed,2025-02-04T19:19:00
JO-2504-5372-23535,C Mall,C Mall Aqaba,2025-02-04 18:23:00,0.66,8.96,Sale,Completed,2025-02-04T18:23:00
JO-2504-1890-49489,C Mall,C Mall Amman,2025-02-04 18:07:00,0.24,3.27,Sale,Completed,2025-02-04T18:07:00
JO-2504-2282-93824,Z Mall,Z Mall Gardens,2025-02-04 18:06:00,0.36,4.77,Sale,Completed,2025-02-04T18:06:00
JO-2504-8479-91282,C Mall,C Mall Amman,2025-02-04 16:38:00,0.24,3.27,Sale,Completed,2025-02-04T16:38:00
JO-2504-1416-14214,Z Mall,Z Mall Al Bayader,2025-02-04 16:21:00,0.41,5.56,Sale,Completed,2025-02-04T16:21:00
JO-2504-8468-49362,Z Mall,Z Mall Gardens,2025-02-04 16:11:00,0.47,6.4,Sale,Completed,2025-02-04T16:11:00
JO-2504-7103-97702,C Mall,C Mall Amman,2025-02-04 16:02:00,0.66,8.96,Sale,Completed,2025-02-04T16:02:00
JO-2504-8135-59625,Z Mall,Z Mall Gardens,2025-02-04 16:00:00,0.27,3.65,Sale,Completed,2025-02-04T16:00:00
JO-2504-4888-72194,Z Mall,Z Mall Al Jubeiha,2025-02-04 15:59:00,0.05,0.68,Sale,Completed,2025-02-04T15:59:00
JO-2504-9487-67233,Z Mall,Z Mall Gardens,2025-02-04 15:33:00,0.45,6.02,Sale,Completed,2025-02-04T15:33:00
JO-2504-2718-93596,C Mall,C Mall Aqaba,2025-02-04 15:31:00,0.66,8.96,Sale,Completed,2025-02-04T15:31:00
JO-2504-2087-70370,C Mall,C Mall Irbid,2025-02-04 15:24:00,1.45,19.67,Sale,Completed,2025-02-04T15:24:00
JO-2504-3274-98441,Z Mall,Z Mall Al Jubeiha,2025-02-04 15:08:00,0.66,8.96,Sale,Completed,2025-02-04T15:08:00
JO-2504-1217-39498,Z Mall,Z Mall Al Bayader,2025-02-04 15:03:00,0.24,3.27,Sale,Completed,2025-02-04T15:03:00
JO-2504-9695-32986,C Mall,C Mall Amman,2025-02-04 15:02:00,0.24,3.27,Sale,Completed,2025-02-04T15:02:00
JO-2504-6604-82966,C Mall,C Mall Aqaba,2025-02-04 14:59:00,0.24,3.27,Sale,Completed,2025-02-04T14:59:00
JO-2504-2714-72369,Y Mall,Y Mall Tla'a Al-Ali,2025-02-04 14:47:00,1.32,17.91,Sale,Completed,2025-02-04T14:47:00
